github_followers,github_public_repos,years_of_experience,skill_match_count,commit_frequency,repo_quality_score,collaboration_score,risk_category
55,34,3,1,8.055808264412336,3.554494635804785,4.512677953712668,Medium Risk
32,36,6,9,7.913527236523344,2.815538627281957,0.040252788539707485,Medium Risk
35,0,7,6,5.813665572045749,8.40888976711485,4.016451772120418,Medium Risk
19,2,14,5,7.807854833654764,0.5014402307181021,1.8680084104503558,Medium Risk
82,46,2,9,1.9177345829367098,3.966087993343448,6.244004874721631,Medium Risk
98,23,13,4,0.5006452709329434,3.700035405750314,6.793587899216465,Medium Risk
80,26,14,0,8.736338226347002,2.8480037424955085,4.875275704049998,Medium Risk
61,39,12,1,0.7555449376276957,9.11754332001477,0.4051952543966997,Medium Risk
97,35,8,7,2.466884297439973,7.509283935167223,6.561288043672019,Medium Risk
72,33,1,0,6.953189496243846,0.6392316419193877,8.420387836055212,High Risk
25,28,7,2,4.0944793762730916,7.146874494349541,7.203242773264015,Medium Risk
65,23,7,1,8.763139699155088,5.2729913312879395,8.299579189553185,Medium Risk
72,23,12,4,2.9797979466226954,9.008678944015792,2.0050952355088745,Medium Risk
72,41,13,3,0.11871346669359295,3.1294561734835846,8.888879396564827,Medium Risk
39,3,3,6,3.006556405607441,5.741619996095829,3.221934506479628,High Risk
16,2,0,4,5.780750491848316,5.007552747409861,0.13404814251991026,High Risk
0,33,12,7,3.7593837540329336,4.8956090622760575,8.433916463290707,Medium Risk
88,48,0,3,5.348727557587552,4.561053995172126,9.418212689647268,Medium Risk
60,22,1,5,8.765981188350187,2.0562947553228126,6.555581974173488,High Risk
42,22,13,3,9.124850542303685,7.5570992249239275,2.3143663046342464,Medium Risk
41,44,14,1,2.6597406465411213,4.513360327392887,2.517444642825304,Medium Risk
24,4,11,0,4.621404732699007,9.585162750026058,4.665928734356195,Medium Risk
38,30,13,0,5.491440152414512,2.608084271927763,8.978310796014195,Medium Risk
34,40,8,7,9.491124568882471,6.827438396270411,1.4959765614755838,Medium Risk
2,5,12,3,9.986173191643847,9.407170796391085,8.259736695834869,Medium Risk
43,36,1,4,2.3540724884152664,6.634583230160925,2.9130280870515035,High Risk
50,9,1,7,7.2697987134581545,8.712729076173947,8.08586169429098,Medium Risk
93,39,5,6,3.7803106223319514,8.27480959757006,9.202711976015387,Medium Risk
97,6,6,7,0.08108196886213226,3.6011771548900384,4.2749387199432025,High Risk
11,38,12,7,0.09252522435902355,6.001239399394965,3.650506541055308,Medium Risk
18,37,6,5,4.605660075622557,1.562613398113556,8.022213189713018,Medium Risk
43,20,14,9,4.883349130043346,5.355258826955995,5.2948288237939405,Low Risk
58,19,12,1,0.22569696573442655,2.304219718143372,6.8444904846319705,High Risk
48,2,8,5,6.869274167743025,7.437368149524456,6.228292369611795,Medium Risk
60,21,5,0,2.940033885949531,5.280584218921246,1.5288884564479632,High Risk
16,46,13,0,5.598931015359494,4.112273626316605,8.447903602895616,Medium Risk
73,3,7,2,3.0091907316541877,2.687970961669776,1.957751114131362,High Risk
56,27,10,2,1.6713431486930719,9.986984818412868,9.322821440707807,Medium Risk
54,11,5,4,4.071737385988753,0.7171052088493268,2.5057129142214785,High Risk
46,37,1,0,2.3227336479050074,0.4356068057242002,7.338809732737419,High Risk
11,35,0,9,5.34800976919168,2.1725740049386455,2.8465539349359203,Medium Risk
61,46,4,5,1.9882853028647995,9.710724586278197,3.177854085868639,Medium Risk
79,40,13,6,5.084059766446271,9.792381683199844,3.100018527823053,Low Risk
87,4,8,9,1.5737851486886756,6.549277347721359,7.478922540260832,Medium Risk
82,12,7,2,6.70974709485785,8.801066672064048,5.568151179693931,Medium Risk
7,22,13,3,7.539376844414241,2.1396173084079537,8.829524558474972,Medium Risk
94,49,12,9,1.1039423424993378,9.720420941766236,3.0737271920404483,Low Risk
20,29,3,9,4.678024120373392,1.4278485013956466,6.9199252205674435,Medium Risk
80,36,4,9,0.7087170065487358,1.0112518818165828,7.529485996631107,Medium Risk
86,24,12,9,5.981824455420024,1.122115392472729,1.5148211302995818,Medium Risk
79,47,4,9,2.6440429792964535,5.7312792327256465,4.005893573198112,Medium Risk
69,26,5,2,5.276244568387078,7.809744007180523,4.828174943504111,Medium Risk
71,13,2,0,5.174610093842912,3.666671778746331,3.556873898943743,High Risk
24,47,4,7,9.243543461938003,9.778959877861265,3.2211259596913813,Medium Risk
81,46,1,9,5.490832225687229,4.344201381183295,6.864198939976419,Medium Risk
88,35,9,9,5.829984797183156,1.5044855077321628,2.1586639765948856,Medium Risk
11,38,0,1,4.016531257643803,4.6596674818613675,7.093907452511288,High Risk
14,15,10,0,9.490796031828168,6.790371654224399,9.350441963907306,Medium Risk
58,21,0,7,7.771859094396096,8.322257805043787,5.651975211777511,Medium Risk
25,20,9,6,2.854052903028416,4.587682899565929,6.114342367394741,Medium Risk
25,20,6,6,8.44209585776232,5.936068260491675,0.6893270212408908,Medium Risk
46,7,1,3,4.3239636018509,2.6734471215885334,8.644769036178282,High Risk
31,48,3,8,8.28667143533594,6.45916526405514,2.854477871998655,Medium Risk
9,15,4,5,8.22888068293502,9.859719439503436,6.150511655285649,Medium Risk
15,30,6,1,1.8887018676285439,0.4905357258779386,9.791121697448023,High Risk
70,41,1,0,7.011411313835769,8.865306707051678,5.955026005728078,Medium Risk
16,9,13,0,2.906429693065311,5.622825027675228,7.247094874643776,Medium Risk
22,31,5,8,2.974926699926682,2.5209865956229995,4.453196182237519,Medium Risk
25,33,0,3,2.963480768805807,9.54889710009258,0.6036584351505736,High Risk
84,8,6,4,7.255682475599482,4.83354303058899,7.975993494897885,Medium Risk
85,16,8,2,2.298260417925361,3.3169025167338564,0.3499884126398567,High Risk
6,10,4,3,0.009058352460902253,1.8149762827084115,7.006578288878541,High Risk
13,31,4,7,7.152368534826331,2.444522102566621,0.22921573149636942,Medium Risk
78,9,3,3,1.7118474383512527,8.328490415914425,8.623052365766705,High Risk
6,21,2,8,1.0448239530783465,6.144100093171659,1.5763603583298058,High Risk
8,16,8,8,2.3751612059406013,9.132456194883162,5.142714954425511,Medium Risk
47,3,4,5,3.7990052232270397,2.3196845215778583,5.9715070448314735,High Risk
71,47,7,1,4.759063274732007,1.2113857384890148,4.575454073734121,Medium Risk
58,46,8,9,0.4457004071263082,0.06087530975590005,3.407634893488872,Medium Risk
86,24,4,6,9.705733326273604,5.078620376159938,4.6781429618097174,Medium Risk
92,20,9,8,7.160630534195581,9.983069303819882,3.114157538811587,Medium Risk
81,36,8,5,3.2319406532433614,6.94965268818639,4.3812234708086315,Medium Risk
94,37,1,2,3.186972572853973,3.0839459196514607,3.5891299099803065,High Risk
93,48,8,6,4.485425493684594,8.768585830261717,5.6620482350714525,Medium Risk
38,0,10,4,6.26244822763033,7.817222659879597,2.3792416224498347,Medium Risk
98,24,3,0,1.4637306658896776,0.15415166076539255,9.886565549140125,High Risk
17,35,5,2,1.8892981376495233,8.168604805410224,5.008699533821655,Medium Risk
58,16,5,4,8.59434582833551,3.00526757238496,1.9416207741450964,Medium Risk
16,40,5,6,2.5625492388907256,1.496734645836011,4.770667495672725,Medium Risk
13,23,1,2,3.8019499797517753,2.2633083973707455,8.664151295248242,High Risk
30,1,6,5,8.71271850950117,4.68579804375139,0.21806793124395596,Medium Risk
23,39,12,4,6.631478293998225,4.24867927068011,6.795541191072888,Medium Risk
98,14,5,0,3.4171187934168836,2.8888729937422672,5.47967796793928,High Risk
59,31,10,9,6.836995457246208,1.722183222070327,1.6955799437013552,Medium Risk
44,38,13,5,0.1968321538141371,7.622307896421693,8.174764393049207,Medium Risk
97,5,0,7,7.356426600113652,9.901097837349171,3.6888462237400566,Medium Risk
2,0,1,0,4.870160405162395,7.777915804196905,2.9380202881550743,High Risk
36,46,6,1,8.131821472844612,2.9593696767154123,8.28125191856901,Medium Risk
42,22,0,3,9.546376520064683,2.4480896141213337,6.385250461916646,High Risk
39,38,14,1,9.257885494945683,2.1766587606593824,8.982590836748244,Medium Risk
89,16,0,8,9.092650434553407,1.3669507448903628,6.298837036711994,High Risk
54,33,0,9,5.121699559338872,5.513305496923012,7.408176579321153,Medium Risk
86,40,7,7,3.6014211413893804,6.0540037195334415,8.364458962596128,Medium Risk
38,28,3,7,4.650353247306728,7.0550266066313725,0.5473963590993691,Medium Risk
14,8,3,3,6.898960033133608,6.80213370933668,7.760489588693803,High Risk
3,12,12,4,8.839977768711867,2.9233331128338245,6.137064818495768,Medium Risk
92,5,1,3,2.0698630300011955,3.3031100539684655,0.6950779651519323,High Risk
85,5,10,8,9.18193158461703,6.815145354423379,5.085779218687151,Medium Risk
24,19,10,1,8.151802319698891,3.4944764078362835,0.8245807798395388,Medium Risk
12,2,10,7,9.788560151782345,2.12623189619313,7.359472017232224,Medium Risk
81,16,0,1,8.802517732816872,3.7433615369673956,5.465017138978831,High Risk
32,48,11,0,2.7993732969190663,2.720841575779777,9.535735374122973,Medium Risk
15,11,9,9,1.059559113440477,0.883127212185778,1.8313537157176984,Medium Risk
41,47,8,2,1.1224107199158861,8.301389022766536,6.060334525203785,Medium Risk
65,46,6,8,2.9122331857827612,8.531113891570364,2.1158213457049135,Medium Risk
54,44,3,2,6.141837239845392,2.1975030016687946,6.140649847273983,Medium Risk
98,0,11,8,8.043203260971726,0.6477219952520175,7.226497023608564,Medium Risk
41,16,5,6,8.992503069815648,7.388274373511795,7.223043293295386,Medium Risk
33,2,13,9,6.2375338436923276,2.115286258634137,8.150739906826098,Medium Risk
29,25,1,0,0.056313127480537295,3.934354894368602,8.535502279583167,High Risk
12,14,6,9,1.8631677651853351,0.6413525223738326,0.7727172626717704,High Risk
12,35,1,4,0.9972620385336795,2.262695847584352,3.4326715707240405,High Risk
17,31,9,8,3.6332447556901,7.929022783296357,6.8712252035980566,Medium Risk
31,31,7,2,5.013509936337459,8.04396446915202,4.985862873912121,Medium Risk
95,3,7,8,0.43397178578560847,2.070848248877104,1.906759467547915,High Risk
98,17,0,4,3.484779757956553,3.3591384510668956,5.52709570166698,High Risk
38,48,12,8,1.7917967462532258,1.3423841909374357,4.074356527661438,Medium Risk
45,18,7,9,6.4707016625887395,0.7417263028492238,3.9003827765430508,Medium Risk
28,42,1,5,4.642723693243401,9.921717144484095,8.097537174356638,Medium Risk
61,34,5,8,4.953176469339088,6.555939512448392,4.075983338321812,Medium Risk
92,39,12,6,4.276917880334611,5.420965091983188,0.2645450548042416,Medium Risk
61,13,0,6,9.56019710486567,7.654985004052995,0.5806333889109128,Medium Risk
56,32,4,7,2.1473512512156323,8.400771596877242,8.562440416916203,Medium Risk
15,13,10,6,5.166642598438743,8.067147680447276,9.606008100125212,Medium Risk
55,33,6,8,7.360173683653359,0.16539449289876607,6.884093364557076,Medium Risk
9,3,12,8,5.568444131345625,1.8680789819049848,3.643682941000802,Medium Risk
29,23,9,5,9.290208857168011,6.5490530211783105,9.386003157947275,Medium Risk
24,28,0,6,3.7796835564128415,3.757593478039629,6.628030863757358,High Risk
83,18,14,1,4.636758057731781,9.82482651061107,8.443335491993377,Medium Risk
4,5,1,8,0.8852231521472842,6.654047926382541,7.658523040370094,Medium Risk
64,32,6,0,6.089991110519285,9.565489087292065,3.791393157725924,Medium Risk
93,48,5,0,2.8821196844810606,2.014464816457938,4.787022008507855,High Risk
48,39,2,2,1.6030903951556885,8.639570281150231,1.861321543680995,High Risk
2,18,13,5,5.44531292904508,3.213523058152253,2.9201410044073404,Medium Risk
44,0,9,4,5.323102633799106,9.895648082378068,7.781256612865217,Medium Risk
13,4,1,1,0.7587164122404755,1.576886720731473,8.939783918831083,High Risk
29,26,9,8,6.982154534944728,5.163398188383265,7.244604232514118,Medium Risk
67,15,3,9,6.237721906508529,7.928445338371219,4.651736966566383,Medium Risk
17,5,2,3,1.890172827464972,4.326424806040359,0.8650926893974753,High Risk
61,39,6,3,4.694348621540438,4.680840601876467,0.5694794869844821,Medium Risk
36,12,7,4,7.2032291647856,9.863557955057411,3.7432556461285382,Medium Risk
24,47,1,7,5.294357405412765,4.253081503011533,4.638217187676631,Medium Risk
47,34,9,9,3.954890761835702,6.040721005990636,6.091206222132969,Medium Risk
64,18,6,3,3.2233845808094364,0.545396606751507,0.0648952138699721,High Risk
52,11,7,4,6.103938666440536,8.4221008021026,9.897228904663063,Medium Risk
78,15,5,3,9.391086983102406,6.481680489795435,3.639388834040429,Medium Risk
72,42,5,5,6.717448404774834,4.040201028628135,8.480946638011215,Medium Risk
14,9,9,2,0.747459036363155,0.16169539954519752,5.349667056654043,High Risk
48,24,0,7,4.6068497348213375,5.9166882059350385,1.3043945453334649,High Risk
87,19,3,5,8.908241315106276,0.12657828484162192,7.975655525345219,Medium Risk
67,30,13,9,0.9446242580108688,0.012036139090179088,7.098270749198761,Medium Risk
11,3,0,4,9.888757121375434,6.160985621493547,5.27436084929228,Medium Risk
58,43,3,1,9.490693936454214,1.8901706733455426,5.1455309133378,Medium Risk
36,22,1,9,0.7827448072987586,1.918875497180953,0.8747960575092806,High Risk
60,1,10,9,9.334133204495549,6.532715658327437,6.5584894857387415,Medium Risk
42,21,12,6,3.631325902594622,0.5369718793937428,9.112451557542997,Medium Risk
69,36,4,1,8.447091670758626,3.1340556147455634,0.9324491922135836,High Risk
38,7,9,0,4.183833377132715,1.4943190214201907,2.635114506489049,High Risk
55,6,13,6,4.4085511270251585,5.801763697965338,9.023079734420987,Medium Risk
62,13,8,4,6.342430909775426,6.617651547273958,2.843439098197933,Medium Risk
45,2,10,0,7.7447741927598335,7.211358535990435,6.539436721799263,Medium Risk
87,49,14,3,0.33789150948248636,2.5523121691856545,5.348181649431441,Medium Risk
10,15,11,3,5.931559955271343,0.89249751636584,5.963276050038621,Medium Risk
61,18,9,9,1.8673299409737099,0.7868365694189783,4.157889015772531,Medium Risk
76,17,2,6,3.4594951786320296,4.261515484507238,2.999914705537111,High Risk
97,15,7,8,3.479686661552165,9.45844409062715,0.4853345072966897,Medium Risk
24,7,2,1,4.690603402211536,2.177290342470246,7.4428093929416415,High Risk
70,32,5,0,3.341364118761734,2.5674160134154933,7.460934621942268,High Risk
51,48,3,1,1.0736111845066776,1.0088880210585893,6.707257400787232,High Risk
3,11,7,6,1.4562873852545144,6.055702738939303,6.436337881196206,Medium Risk
58,10,10,9,0.3343798556109767,6.798728739471748,2.437171321675262,Medium Risk
71,4,5,5,4.702490853287543,6.4293120816076,0.22344933766291208,High Risk
19,26,7,3,9.544476948529885,8.611302430447813,8.087153968854397,Medium Risk
92,11,0,0,1.1567522364811655,4.864258350260718,4.911385356958268,High Risk
62,16,5,0,9.46264493003082,1.3445704076706444,3.0683813070261836,High Risk
53,5,0,4,7.333615147320936,2.8940513070441263,1.0193190678057007,High Risk
73,32,0,0,6.3749880293416314,6.624299734213518,0.627215909013884,High Risk
97,4,7,6,6.452777553235629,6.131219737415599,3.488667217951773,Medium Risk
56,27,14,0,8.26727648396282,5.310031297429624,8.047370647669405,Medium Risk
89,13,6,0,1.0691986437982137,6.829644186886872,9.187237493338305,High Risk
40,4,2,1,5.047543235655417,6.373908503732993,8.967513646130648,High Risk
2,32,5,9,6.970911382607586,8.813248894649517,9.20000834749655,Medium Risk
5,49,14,2,5.868204450735637,5.860163774782966,9.077253431293427,Low Risk
4,47,8,0,8.327790710232946,7.786013587005565,5.272247516003958,Medium Risk
4,40,6,8,0.7227170901135149,2.4870715596646784,2.1941563855690385,Medium Risk
53,18,11,9,6.9070103949916595,6.78182584589068,7.980465828368204,Low Risk
46,21,2,7,5.340277303847177,9.021941183826756,2.13712974852579,Medium Risk
86,4,13,4,3.791608639799434,3.8573232789983325,2.672072767565691,Medium Risk
48,1,13,1,3.4027498223403088,7.791041873386466,2.3325432182254846,Medium Risk
8,29,12,4,6.208326327741929,7.247893011954353,5.149824036958059,Medium Risk
98,46,5,5,8.909953746442648,0.5952619687182248,3.2182750816907992,Medium Risk
19,38,10,0,4.961759261011153,5.815083096240723,1.5415604962534146,Medium Risk
60,3,3,3,8.2472316407692,1.3018934920080238,4.531734118938823,High Risk
34,32,13,8,4.021563818439676,9.673191722305912,8.73907238785167,Low Risk
49,12,12,1,1.0239446279317654,8.114075027006562,5.705528549499722,Medium Risk
81,19,2,4,0.6150573645863855,1.0972380124712011,8.78335605887587,High Risk
61,6,8,0,0.5133437132367757,1.2175199764767841,1.958721850791374,High Risk
16,14,9,3,3.8015014195766996,5.944738549126189,1.66973873672554,Medium Risk
87,22,1,3,3.3723775083584204,3.448891741731833,5.755771256984202,High Risk
2,13,0,5,7.1793702362256955,0.3490585907310928,4.63328901546273,High Risk
31,22,14,9,7.428215015848658,5.416415078330531,6.601726416469569,Low Risk
98,18,13,8,0.5085396883373983,3.878450996858469,7.9462679102678155,Medium Risk
12,28,1,2,2.2112326288901496,1.0107649237174265,7.513072956521764,High Risk
88,19,6,8,2.7426185015889972,8.019203922559827,9.422611736585612,Medium Risk
72,28,9,5,5.476119841428094,9.15076765278806,3.9825640915701155,Medium Risk
67,23,0,6,1.4451522390695026,7.5659393401413,2.063867422481808,High Risk
13,17,5,9,1.3394121940000037,8.224223100162773,5.509126399478857,Medium Risk
97,9,13,1,9.437888892079581,2.164905672661174,1.107431201911856,Medium Risk
10,40,6,9,8.04202907297781,2.6357295091860102,2.888511233316314,Medium Risk
55,7,8,5,1.806549020911703,2.0852754029918774,2.0788805526314444,High Risk
66,25,14,5,4.065678079054909,7.65063431365564,3.965637167970809,Medium Risk
91,28,13,1,3.5562199925756555,9.47917078934497,1.1121657500221538,Medium Risk
28,9,7,1,7.910040740654073,7.1683720673390265,0.3184174454809785,Medium Risk
8,16,5,1,5.10212916478122,8.81466764879556,6.567940046300318,Medium Risk
66,1,2,9,1.2784973699346702,6.386990948831725,6.102489782898049,Medium Risk
24,5,7,0,7.389920631562439,3.8765990055879906,7.083589360386612,High Risk
97,4,6,4,3.9688797822491892,4.257616149303052,6.603864402713439,High Risk
75,27,2,7,2.629242476321471,0.7532143216740483,1.142946811423835,High Risk
41,40,8,1,3.7549862202072015,0.3145719524602608,2.9107888137564633,High Risk
8,4,11,4,4.977565636068963,6.954756041890774,1.2952660990035236,Medium Risk
78,17,1,7,3.4311551641700944,4.384288920111806,8.429724020485631,High Risk
39,25,2,9,2.419057725917578,5.522150680546295,7.469036553555233,Medium Risk
24,19,1,4,3.985020288039803,5.576612476224163,2.0152700291824246,High Risk
4,40,12,1,0.19172910749898242,2.773758133333014,3.413092404898934,Medium Risk
10,48,0,2,7.724978460963139,4.758925108294907,9.666149922642141,Medium Risk
58,26,3,5,1.709448935675858,4.707602216677023,5.941593578796515,High Risk
97,48,4,4,0.43904613630637246,3.88427221227857,8.011555973011573,Medium Risk
87,11,12,3,6.5369869290507925,8.206753834010705,2.645910347687291,Medium Risk
78,6,5,3,7.739361288236722,4.511640036875959,2.1005292017930524,High Risk
37,2,4,4,8.138291315928432,6.036445245059879,7.839169288465484,Medium Risk
71,9,0,1,4.9350918266059995,8.955201203808262,6.858724552314401,High Risk
4,33,2,8,2.053681846899853,8.662336228589226,6.809779292117637,Medium Risk
47,24,0,1,7.372276772498267,8.904222037791651,5.526345818291939,High Risk
89,34,10,9,6.997130771543372,2.7000499646501397,5.635783427765489,Medium Risk
17,15,4,1,2.4627073410317326,0.3498248830806283,7.356975053062538,High Risk
69,1,4,9,9.03407755862793,2.610667998953292,2.7000248112119527,Medium Risk
36,23,11,8,1.04371458082829,2.7870734562070867,3.527684658569558,Medium Risk
59,9,10,2,9.826882395913257,9.09360326724968,8.71636770520055,Medium Risk
47,37,12,9,8.602478109774646,6.492427328379707,3.0886520101215775,Low Risk
76,21,5,6,6.878986454790752,0.8170395960222876,5.46309571379299,Medium Risk
27,25,7,3,9.38749888279833,1.3537859601110114,7.026394640066841,Medium Risk
68,42,9,5,7.223111683237078,1.556761255419754,9.999248268331765,Medium Risk
76,38,11,3,1.9045699703004593,6.304217481689232,4.3529133149533195,Medium Risk
80,26,0,9,4.421561381128117,7.354140255070031,4.2809287662494375,Medium Risk
39,28,3,6,0.7150302433163536,8.59643910565396,8.425883794336675,Medium Risk
44,46,9,0,3.8965742228811537,9.40636550806243,8.055031112598632,Medium Risk
95,37,10,2,7.416030197372087,2.0170455738644177,7.310758817345485,Medium Risk
61,19,0,2,3.864433509308174,3.0977248472404906,4.632296374090289,High Risk
92,26,8,0,3.302941754681341,2.403228807448307,3.239391201607158,High Risk
57,40,10,5,5.953557225103118,3.5876156746613774,6.087304825848486,Medium Risk
66,19,6,8,8.72204528998895,9.146651074237495,8.76223293131641,Medium Risk
55,43,6,7,0.4758319254611243,5.751125669393615,8.837774582085865,Medium Risk
39,18,11,6,3.8547043469973543,7.381918973244991,1.0849834507043843,Medium Risk
97,19,4,9,1.582407418152627,4.90119236126782,4.283502838131507,Medium Risk
39,34,6,7,6.953542507318696,0.2885791333612453,4.6472195619874945,Medium Risk
90,46,11,5,1.0572456043113487,0.6419548599781433,9.776153675237532,Medium Risk
76,1,14,8,6.6480775858024455,5.379230312678858,6.779980152425845,Medium Risk
32,29,1,2,2.8618087079790735,7.1878903482002565,4.072464172620705,High Risk
5,33,13,9,1.989168137372247,2.153305275287315,0.26057885985593,Medium Risk
87,21,12,9,9.363525578249854,7.21909573992304,5.65385160099196,Low Risk
18,2,3,8,0.18524576745955867,8.106657734835125,0.9607597563835613,High Risk
79,5,13,3,4.37777271889569,4.118974783621113,8.34449957347763,Medium Risk
39,14,13,6,0.21626992461793781,7.464192328441049,7.525186605703621,Medium Risk
91,26,6,8,4.83593048104329,4.040299503284599,4.605091599081788,Medium Risk
96,9,2,1,5.010473777944182,6.7835062945502,4.292107795416998,High Risk
58,8,1,1,3.2166247139474704,7.63997049319543,8.973389655687686,High Risk
58,32,9,8,1.3216177752502367,9.919266183081108,2.884583504181284,Medium Risk
47,31,1,2,3.7638753773447533,3.4539666206359607,2.490199621067708,High Risk
40,47,12,8,6.72262939932566,4.110407805746115,9.391974328257621,Low Risk
12,5,0,4,7.823958086444591,1.6562005941017133,8.092458367534826,High Risk
44,40,4,5,5.307506023881423,2.040730584018069,8.206255930671947,Medium Risk
88,35,11,1,5.898343944397556,6.933950025983777,1.9519381427592553,Medium Risk
52,1,5,7,2.006163711246527,9.170455901544761,1.432959914309344,Medium Risk
41,28,5,8,2.8733033322764943,3.9460495166124057,0.260295498171349,Medium Risk
99,3,8,1,1.6189561005235842,1.7984444683554124,2.3704150891868006,High Risk
62,0,3,5,2.4929535000461134,2.8509949938299406,7.7419049171432475,High Risk
26,18,0,5,2.248867802255318,4.550517048081386,2.4003841876414977,High Risk
37,25,5,7,5.194487863912376,2.906503293653684,7.291032835948762,Medium Risk
59,24,14,9,5.626887557907294,2.3357908312186626,2.5190826536742152,Medium Risk
6,9,4,4,9.449474208215046,7.359844887570795,3.952924979506717,Medium Risk
4,14,9,8,1.9557064710152305,0.07844921240623193,9.831622899114084,Medium Risk
44,21,5,0,6.41675710161496,5.392305273364832,2.448117312841356,High Risk
57,47,2,8,8.172592689875229,7.937668070297539,3.7637062729826765,Medium Risk
30,20,1,9,5.602414637830525,2.662282863174682,3.0108718046521368,Medium Risk
22,21,5,6,2.550036525010757,6.032915106120173,1.0962498633000228,Medium Risk
41,35,12,3,2.625502300200002,6.689001056186178,4.898941421308249,Medium Risk
9,33,0,2,0.3925305307099991,6.5502469640509,3.7869066333300228,High Risk
31,29,6,9,3.054442265484817,4.458496341987177,6.948870858072801,Medium Risk
52,24,6,5,7.446036790033801,3.4657798787577923,8.175945469515462,Medium Risk
29,44,9,0,0.4751775720711038,8.359240730278135,5.442497144956385,Medium Risk
38,27,12,2,2.1929528250483066,7.584459569998643,0.3219642208733686,Medium Risk
30,0,6,1,7.06232498531782,3.212551734139125,6.189223562347216,High Risk
81,48,14,8,7.8265156282287665,1.0301919444220609,0.5539073002093919,Medium Risk
99,44,11,2,4.553184100619284,0.7180754544546919,6.1635632359902495,Medium Risk
1,3,10,1,6.980743384786488,0.9427597789893605,6.850299492691885,High Risk
77,6,9,3,3.8795216865489204,5.8286936119204285,1.9776762761751843,High Risk
76,48,0,1,1.5991324502412751,0.5166217582898969,8.19346148721771,High Risk
92,8,14,0,3.9814949352290654,3.369268749640384,9.110851315740486,Medium Risk
11,35,3,5,5.799678202031428,7.531997019142294,8.130869641138197,Medium Risk
38,18,12,9,9.480532818528904,2.943481665153781,3.0510919021208216,Medium Risk
65,0,6,7,0.6875095208867732,7.633080771801298,5.866430124456344,Medium Risk
95,9,10,9,5.073940938449606,7.454670382070553,9.148151491912277,Medium Risk
12,35,8,9,3.2891977821072436,2.458271326332163,3.206647262228499,Medium Risk
45,8,4,1,5.083116942766946,7.288221800927454,8.20027822265425,High Risk
26,44,12,8,0.23975447376531678,7.477766382721008,0.09475131261696523,Medium Risk
16,45,1,2,3.1302535470158133,3.9745392566702686,0.0364670278467627,High Risk
94,41,6,7,8.19868147527005,2.1042048374151823,7.597116603389674,Medium Risk
97,31,9,7,5.539417338546375,5.212708068918691,7.614475821271212,Medium Risk
59,31,0,2,4.505824928161174,9.213975880001964,7.889771878522938,High Risk
63,5,6,2,2.855250717153396,6.396167324320619,9.300268378881624,High Risk
87,47,5,5,2.980425227913559,1.729224976272612,1.1790631182028422,High Risk
34,37,6,0,3.8310143359058446,6.827569247335199,2.3198498498368836,High Risk
69,16,13,3,8.355707099645604,4.272030272818346,9.037249203738076,Medium Risk
82,9,12,0,9.672132068082684,5.91528797355373,1.7723619777235344,Medium Risk
29,49,9,2,4.386553813503745,7.340640350231079,6.82229267576584,Medium Risk
70,26,2,8,3.9335283874776183,5.149473515144448,5.304630000408154,Medium Risk
73,49,14,4,8.465507758198628,8.139839745733086,0.8319367685150725,Low Risk
95,34,2,4,4.269053206363036,7.221555793166278,2.8526366194153283,Medium Risk
97,20,6,3,5.5201817229565115,6.150733400185107,5.203722164409679,Medium Risk
62,24,12,2,2.3094166459874446,1.507928158323515,8.52350116683834,Medium Risk
27,27,1,4,7.435025357790752,8.359491109115684,7.075384896146737,Medium Risk
59,46,0,3,5.319883182707819,9.35905585319816,6.21883161454933,Medium Risk
78,14,8,7,8.090345502403416,1.3696512380929482,4.960328899414148,Medium Risk
93,3,8,3,7.807327300286698,4.882411294334306,2.986839838141343,Medium Risk
36,28,6,7,2.1500476827002855,2.5888874197050447,1.1924491131926118,High Risk
92,8,6,5,7.156355505577624,7.545233074255647,4.090760345660955,Medium Risk
21,26,2,4,8.000544079513714,7.216296360047,0.28518493911292575,Medium Risk
67,25,9,3,3.4610724078239508,1.408851205703987,2.110558892668506,Medium Risk
19,18,14,3,1.7260911290227454,8.770272712616372,4.324833758726598,Medium Risk
95,27,1,3,0.0263215557958818,1.8097306397800228,4.186051856719151,High Risk
99,16,10,8,4.509036530931482,7.972590256481075,0.442954309969924,Medium Risk
67,42,6,3,3.524327315388416,4.569803596280049,5.890601535252912,Medium Risk
90,40,8,8,5.5490983382540895,3.2827229355815124,5.496842558532363,Medium Risk
63,41,0,9,1.8804109258878576,1.582392626742135,0.7810430402091284,High Risk
16,49,12,5,8.596655476664752,1.676142561466294,9.431630524604394,Medium Risk
11,19,13,9,2.5775521562810964,6.618905547009003,0.9938277895086012,Medium Risk
21,44,3,6,2.2642960508764998,5.504303879471205,8.54834151237336,Medium Risk
16,39,5,9,4.807140564843559,1.220854216512327,0.0030973191500593966,Medium Risk
9,38,6,2,4.988510237442743,1.126978604383252,8.822810950453832,Medium Risk
64,48,9,7,2.1508522878509284,0.7231057477279146,0.19719732204312557,Medium Risk
21,22,6,2,2.7186072672591575,7.437673473735441,7.57812031892116,Medium Risk
89,46,9,0,1.6970523915524494,7.118820852292892,3.6169081130025296,Medium Risk
81,31,1,9,7.184601783231668,0.5843099085457515,7.3821680013631985,Medium Risk
49,46,13,4,7.700890312540819,5.60270075596973,4.017452054249785,Medium Risk
